,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
51794,WALR,medium_airport,Juwata Airport,23.0,AS,ID,ID-KU,Tarakan Island,WAQQ,TRK,TRK,"3.326667, 117.569444"
51797,WALV,small_airport,Bunyu Airport,118.0,AS,ID,ID-KU,Bunju Island,WALV,BYQ,WA1C,"3.45571994781, 117.866996765"
51854,WART,small_airport,Trunojoyo Airport,10.0,AS,ID,ID-JI,Sumenep-Madura Island,WART,SUP,TRJ,"-7.0242, 113.89023"
51884,WBC,small_airport,Wapolu Airport,45.0,OC,PG,PG-MBA,Wapolu,AYWJ,WBC,WPL,"-9.3376, 150.5093"
51952,WI1A,small_airport,Nusawiru Airport,16.0,AS,ID,ID-JB,Cijulang,WICN,CJN,WI1A,"-7.719895, 108.488995"
52049,WICD,small_airport,Penggung Airport,89.0,AS,ID,ID-JB,Cirebon-Java Island,WICD,CBN,WIIC,"-6.756140232090001, 108.540000916"
52089,WIPI,small_airport,Muara Bungo Airport,214.0,AS,ID,ID-JA,Muara Bungo,WIPI,BUU,MRBMWS,"-1.1278, 102.135"
52250,WNU,small_airport,Wanuma Airport,2260.0,OC,PG,PG-MPM,Wanuma,AYWH,WNU,WUA,"-4.8961, 145.3213"
52368,WSA,small_airport,Wasua Airport,45.0,OC,PG,PG-WPD,Wasua,AYIW,WSA,WAA,"-8.2836, 142.8697"
52392,WTT,small_airport,Wantoat Airport,3900.0,OC,PG,PG-MPL,Wantoat,AYWC,WTT,WNT,"-6.1325, 146.467777778"
52393,WUV,small_airport,Wuvulu Island Airport,16.0,OC,PG,PG-MRL,Wuvulu Island,AYVW,WUV,WUV,"-1.73611111111, 142.836666667"
52652,XBN,small_airport,Biniguni Airport,215.0,OC,PG,PG-NPP,Biniguni,AYBZ,XBN,BNI,"-9.6425, 149.303888889"
53308,YESE,small_airport,Elrose Airport,645.0,OC,AU,AU-QLD,Elrose Mine,YESE,ERQ,YESE,"-20.9764, 141.0066"
53337,YFRV,small_airport,Oombulgurri Airport,22.0,OC,AU,AU-WA,Forrest River Mission,YFRV,FVR,YFRV,"-15.1647, 127.8401"
53386,YGLA,medium_airport,Gladstone Airport,64.0,OC,AU,AU-QLD,Gladstone,YGLA,GLT,4680,"-23.869699, 151.223007"
53465,YHPV,small_airport,Hope Vale Airport,228.0,OC,AU,AU-QLD,Hope Vale,YHPV,HPE,YHPV,"-15.2923, 145.1035"
53599,YKUR,small_airport,Kurundi Airport,1340.0,OC,AU,AU-NT,Kurundi Station,YKUR,KRD,YKUR,"-20.51, 134.6706"
53853,YMUI,small_airport,Murray Island Airport,300.0,OC,AU,AU-QLD,Murray Island,YMAE,MYI,YMUI,"-9.91666984558, 144.054992676"
53904,YNMN,small_airport,New Moon Airport,1099.0,OC,AU,AU-QLD,Basalt,YNMN,NMP,YNMN,"-19.2, 145.773"
53994,YPDA,small_airport,Parndana Airport,545.0,OC,AU,AU-SA,Kangaroo Island,YPDA,PDN,YPDA,"-35.807, 137.264"
54196,YSTI,seaplane_base,Stephens Island Seaplane Base,0.0,OC,AU,AU-QLD,Stephens Island,YSTI,STF,YSTI,"-9.51, 143.55"
54204,YSVP,small_airport,Silver Plains Airport,48.0,OC,AU,AU-QLD,Silver Plains,YSVP,SSP,YSVP,"-13.9754, 143.5537"
54816,ZEN,small_airport,Zenag Airport,3200.0,OC,PG,PG-MPL,Zenag,AYZA,ZEN,ZEN,"-6.9522222222200005, 146.61625"
